"DXXPT80X.Code.or.Value","DXXPT80X.Value.Description","DXXPT80X.Count","DXXPT80X.Cumulative","DXXPT80X.Skip.to.Item"
"243.5 to 888.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
