"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"254.3 to 898.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
