"SMQ872.Code.or.Value","SMQ872.Value.Description","SMQ872.Count","SMQ872.Cumulative","SMQ872.Skip.to.Item"
"1","Yes",1198,1198,NA
"2","No",7789,8987,NA
"7","Refused",0,8987,NA
"9","Don't know",4,8991,NA
".","Missing",980,9971,NA
