"DXXPT44X.Code.or.Value","DXXPT44X.Value.Description","DXXPT44X.Count","DXXPT44X.Cumulative","DXXPT44X.Skip.to.Item"
"551.2 to 1137.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
