"DXXPT5Y.Code.or.Value","DXXPT5Y.Value.Description","DXXPT5Y.Count","DXXPT5Y.Cumulative","DXXPT5Y.Skip.to.Item"
"60 to 304.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
