"SXQ709.Code.or.Value","SXQ709.Value.Description","SXQ709.Count","SXQ709.Cumulative","SXQ709.Skip.to.Item"
"1","Yes",201,201,NA
"2","No",2131,2332,NA
"7","Refused",4,2336,NA
"9","Don't know",2,2338,NA
".","Missing",2719,5057,NA
