"DXXPT42X.Code.or.Value","DXXPT42X.Value.Description","DXXPT42X.Count","DXXPT42X.Cumulative","DXXPT42X.Skip.to.Item"
"38.4 to 494.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
