"DXXPT18X.Code.or.Value","DXXPT18X.Value.Description","DXXPT18X.Count","DXXPT18X.Cumulative","DXXPT18X.Skip.to.Item"
"20.1 to 469.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
