"DXXPT3X.Code.or.Value","DXXPT3X.Value.Description","DXXPT3X.Count","DXXPT3X.Cumulative","DXXPT3X.Skip.to.Item"
"480.6 to 1072.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
