"AUXLR227.Code.or.Value","AUXLR227.Value.Description","AUXLR227.Count","AUXLR227.Cumulative","AUXLR227.Skip.to.Item"
"-14 to 40","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
