"CBQ675.Code.or.Value","CBQ675.Value.Description","CBQ675.Count","CBQ675.Cumulative","CBQ675.Skip.to.Item"
"1","Very important",1827,1827,NA
"2","Somewhat important",1958,3785,NA
"3","Not too important",795,4580,NA
"4","Not at all important",185,4765,NA
"7","Refused",0,4765,NA
"9","Don't know",22,4787,NA
".","Missing",1235,6022,NA
