"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"122.4 to 352.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
