"DXXPT9X.Code.or.Value","DXXPT9X.Value.Description","DXXPT9X.Count","DXXPT9X.Cumulative","DXXPT9X.Skip.to.Item"
"488.3 to 1068.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
