"DXXPT79X.Code.or.Value","DXXPT79X.Value.Description","DXXPT79X.Count","DXXPT79X.Cumulative","DXXPT79X.Skip.to.Item"
"74.4 to 628.6","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
