"DXXPT74X.Code.or.Value","DXXPT74X.Value.Description","DXXPT74X.Count","DXXPT74X.Cumulative","DXXPT74X.Skip.to.Item"
"482.5 to 1072","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
