"AUXLR243.Code.or.Value","AUXLR243.Value.Description","AUXLR243.Count","AUXLR243.Cumulative","AUXLR243.Skip.to.Item"
"-14 to 38","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
