"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"50.8 to 690.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
