"CIQD033.Code.or.Value","CIQD033.Value.Description","CIQD033.Count","CIQD033.Cumulative","CIQD033.Skip.to.Item"
"1","Yes",34,34,"CIQD036"
"2","No",15,49,"CIQD036"
"7","Refuse",0,49,"CIQD036"
"9","Don't know",0,49,"CIQD036"
".","Missing",729,778,""
