"WTSPH38.Code.or.Value","WTSPH38.Value.Description","WTSPH38.Count","WTSPH38.Cumulative","WTSPH38.Skip.to.Item"
"0.0000000 to 813853.1312800","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
