"AUXLR249.Code.or.Value","AUXLR249.Value.Description","AUXLR249.Count","AUXLR249.Cumulative","AUXLR249.Skip.to.Item"
"-58 to 70","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
