"AUXRR280.Code.or.Value","AUXRR280.Value.Description","AUXRR280.Count","AUXRR280.Cumulative","AUXRR280.Skip.to.Item"
"-23 to 69","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
