"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"-6.7 to 458.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
