"DXXPT88Y.Code.or.Value","DXXPT88Y.Value.Description","DXXPT88Y.Count","DXXPT88Y.Cumulative","DXXPT88Y.Skip.to.Item"
"76.6 to 294.1","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
