"AUXLR243.Code.or.Value","AUXLR243.Value.Description","AUXLR243.Count","AUXLR243.Cumulative","AUXLR243.Skip.to.Item"
"-32 to 58","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
