"AUDTYR72.Code.or.Value","AUDTYR72.Value.Description","AUDTYR72.Count","AUDTYR72.Cumulative","AUDTYR72.Skip.to.Item"
"0 to 0.81","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
