"AUXRR266.Code.or.Value","AUXRR266.Value.Description","AUXRR266.Count","AUXRR266.Cumulative","AUXRR266.Skip.to.Item"
"-10 to 50","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
