"DXXPT8Y.Code.or.Value","DXXPT8Y.Value.Description","DXXPT8Y.Count","DXXPT8Y.Cumulative","DXXPT8Y.Skip.to.Item"
"76.4 to 318.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
