"DXXPT60X.Code.or.Value","DXXPT60X.Value.Description","DXXPT60X.Count","DXXPT60X.Cumulative","DXXPT60X.Skip.to.Item"
"-28.3 to 486","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
