"DXXPT35Y.Code.or.Value","DXXPT35Y.Value.Description","DXXPT35Y.Count","DXXPT35Y.Cumulative","DXXPT35Y.Skip.to.Item"
"63.5 to 254.9","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
