"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"468.5 to 1056.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
