"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"579.2 to 1156.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
