"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"121.9 to 758","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
