"DXXPT16Y.Code.or.Value","DXXPT16Y.Value.Description","DXXPT16Y.Count","DXXPT16Y.Cumulative","DXXPT16Y.Skip.to.Item"
"115.1 to 308.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
