"DXXPT70X.Code.or.Value","DXXPT70X.Value.Description","DXXPT70X.Count","DXXPT70X.Cumulative","DXXPT70X.Skip.to.Item"
"662.4 to 1199.3","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
