"AUXRR143.Code.or.Value","AUXRR143.Value.Description","AUXRR143.Count","AUXRR143.Cumulative","AUXRR143.Skip.to.Item"
"-11 to 40","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
