"CBQ840.Code.or.Value","CBQ840.Value.Description","CBQ840.Count","CBQ840.Cumulative","CBQ840.Skip.to.Item"
"1","Yes",20,20,NA
"2","No",51,71,NA
"7","Refused",0,71,NA
"9","Don't know",0,71,NA
".","Missing",1974,2045,NA
