"CBQ540.Code.or.Value","CBQ540.Value.Description","CBQ540.Count","CBQ540.Cumulative","CBQ540.Skip.to.Item"
"1","Yes",227,227,NA
"2","No",320,547,NA
"7","Refused",0,547,NA
"9","Don't know",3,550,NA
".","Missing",2395,2945,NA
