"DXXPT28Y.Code.or.Value","DXXPT28Y.Value.Description","DXXPT28Y.Count","DXXPT28Y.Cumulative","DXXPT28Y.Skip.to.Item"
"124.6 to 364.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
