"CBQ505.Code.or.Value","CBQ505.Value.Description","CBQ505.Count","CBQ505.Cumulative","CBQ505.Skip.to.Item"
"1","Yes",4513,4513,""
"2","No",688,5201,"CBQ550"
"7","Refused",0,5201,""
"9","Don't know",5,5206,""
".","Missing",1193,6399,""
