"CBQ850.Code.or.Value","CBQ850.Value.Description","CBQ850.Count","CBQ850.Cumulative","CBQ850.Skip.to.Item"
"1","Yes",794,794,""
"2","No",859,1653,"CBQ860"
"7","Refused",0,1653,"CBQ860"
"9","Don't know",0,1653,"CBQ860"
".","Missing",3611,5264,""
