"AUDTYR01.Code.or.Value","AUDTYR01.Value.Description","AUDTYR01.Count","AUDTYR01.Cumulative","AUDTYR01.Skip.to.Item"
"0 to 0.94","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
