"CBQ665.Code.or.Value","CBQ665.Value.Description","CBQ665.Count","CBQ665.Cumulative","CBQ665.Skip.to.Item"
"1","Very important",3329,3329,NA
"2","Somewhat important",1629,4958,NA
"3","Not too important",172,5130,NA
"4","Not at all important",41,5171,NA
"7","Refused",0,5171,NA
"9","Don't know",20,5191,NA
".","Missing",1208,6399,NA
