"DXXPT54Y.Code.or.Value","DXXPT54Y.Value.Description","DXXPT54Y.Count","DXXPT54Y.Cumulative","DXXPT54Y.Skip.to.Item"
"85.3 to 333.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
