"DXXPT2X.Code.or.Value","DXXPT2X.Value.Description","DXXPT2X.Count","DXXPT2X.Cumulative","DXXPT2X.Skip.to.Item"
"4.2 to 450.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
