"DXXPT39X.Code.or.Value","DXXPT39X.Value.Description","DXXPT39X.Count","DXXPT39X.Cumulative","DXXPT39X.Skip.to.Item"
"68.1 to 624.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
