"DXXPT66X.Code.or.Value","DXXPT66X.Value.Description","DXXPT66X.Count","DXXPT66X.Cumulative","DXXPT66X.Skip.to.Item"
"504.3 to 1084","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
