"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"368 to 1013.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
