"DXXPT67Y.Code.or.Value","DXXPT67Y.Value.Description","DXXPT67Y.Count","DXXPT67Y.Cumulative","DXXPT67Y.Skip.to.Item"
"48.9 to 280.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
