"DXXPT74Y.Code.or.Value","DXXPT74Y.Value.Description","DXXPT74Y.Count","DXXPT74Y.Cumulative","DXXPT74Y.Skip.to.Item"
"51.7 to 283.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
