"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"54 to 611.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
