"DXXPT0X.Code.or.Value","DXXPT0X.Value.Description","DXXPT0X.Count","DXXPT0X.Cumulative","DXXPT0X.Skip.to.Item"
"465.6 to 1053.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
