"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"43.4 to 544.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
