"DXXPT5X.Code.or.Value","DXXPT5X.Value.Description","DXXPT5X.Count","DXXPT5X.Cumulative","DXXPT5X.Skip.to.Item"
"642.8 to 1225.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
