"WTSPH51.Code.or.Value","WTSPH51.Value.Description","WTSPH51.Count","WTSPH51.Cumulative","WTSPH51.Skip.to.Item"
"0.0000000 to 771051.1322600","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
