"AUXLR111.Code.or.Value","AUXLR111.Value.Description","AUXLR111.Count","AUXLR111.Cumulative","AUXLR111.Skip.to.Item"
"-53 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
