"DXXPT58Y.Code.or.Value","DXXPT58Y.Value.Description","DXXPT58Y.Count","DXXPT58Y.Cumulative","DXXPT58Y.Skip.to.Item"
"47.9 to 292.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
