"DXXPT90X.Code.or.Value","DXXPT90X.Value.Description","DXXPT90X.Count","DXXPT90X.Cumulative","DXXPT90X.Skip.to.Item"
"250.2 to 893.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
