"DXXPT60Y.Code.or.Value","DXXPT60Y.Value.Description","DXXPT60Y.Count","DXXPT60Y.Cumulative","DXXPT60Y.Skip.to.Item"
"44.1 to 274","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
