"DXXPT0X.Code.or.Value","DXXPT0X.Value.Description","DXXPT0X.Count","DXXPT0X.Cumulative","DXXPT0X.Skip.to.Item"
"552.9 to 1138","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
