"DXXPT52Y.Code.or.Value","DXXPT52Y.Value.Description","DXXPT52Y.Count","DXXPT52Y.Cumulative","DXXPT52Y.Skip.to.Item"
"48.1 to 229.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
