"DXXPT66Y.Code.or.Value","DXXPT66Y.Value.Description","DXXPT66Y.Count","DXXPT66Y.Cumulative","DXXPT66Y.Skip.to.Item"
"44.8 to 276.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
