"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"64.2 to 616.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
