"DXXPT26X.Code.or.Value","DXXPT26X.Value.Description","DXXPT26X.Count","DXXPT26X.Cumulative","DXXPT26X.Skip.to.Item"
"101 to 747.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
