"RHQ520.Code.or.Value","RHQ520.Value.Description","RHQ520.Count","RHQ520.Cumulative","RHQ520.Skip.to.Item"
"1","Yes",75,75,NA
"2","No",250,325,NA
"7","Refused",0,325,NA
"9","Don't know",0,325,NA
".","Missing",3540,3865,NA
